date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:30:12	40/40	---M--	200	added ('OK')	text/css	date:Sat,%2007%20Sep%202019%2008:49:26%20GMT	https://otae.com.bd/wp-content/themes/industrial/custom.css?ver=5.8.3	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/themes/industrial/customc8d8.css	(from https://otae.com.bd/)
15:30:13	484857/484857	---M--	200	added ('OK')	text/css	date:Sat,%2007%20Sep%202019%2009:02:54%20GMT	https://otae.com.bd/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.5	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/plugins/js_composer/assets/css/js_composer.min52c7.css	(from https://otae.com.bd/)
15:30:13	11224/11224	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2020:36:06%20GMT	https://otae.com.bd/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://otae.com.bd/)
15:30:14	89521/89521	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20Mar%202021%2002:37:24%20GMT	https://otae.com.bd/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-includes/js/jquery/jquery.minaf6c.js	(from https://otae.com.bd/)
15:30:14	150436/150436	---M--	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2009:09:39%20GMT	https://otae.com.bd/wp-content/plugins/revslider/public/assets/js/revolution.tools.min.js?ver=6.0	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/plugins/revslider/public/assets/js/revolution.tools.minf049.js	(from https://otae.com.bd/)
15:30:15	9566/9566	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Jul%202021%2008:27:45%20GMT	https://otae.com.bd/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://otae.com.bd/)
15:30:15	2750/2750	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Jul%202021%2008:27:45%20GMT	https://otae.com.bd/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.7.2	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minf3df.js	(from https://otae.com.bd/)
15:30:15	267697/267697	---M--	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2009:09:39%20GMT	https://otae.com.bd/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.1.1	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/plugins/revslider/public/assets/js/rs6.min6a4d.js	(from https://otae.com.bd/)
15:30:16	992/992	---M--	200	added ('OK')	application/javascript	date:Sat,%2007%20Sep%202019%2009:02:55%20GMT	https://otae.com.bd/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.0.5	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart52c7.js	(from https://otae.com.bd/)
15:30:18	780/780	---MC-	200	added ('OK')	text/xml	date:Sun,%2006%20Mar%202022%2009:30:19%20GMT	https://otae.com.bd/xmlrpc.php?rsd	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/xmlrpc0db0.php	(from https://otae.com.bd/)
15:30:18	45469/45469	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Mar%202022%2009:30:17%20GMT	https://otae.com.bd/wp-json/wp/v2/pages/1096	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-json/wp/v2/pages/1096.json	(from https://otae.com.bd/)
15:30:19	624446/624446	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Mar%202022%2009:30:18%20GMT	https://otae.com.bd/wp-json/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-json/index.html	(from https://otae.com.bd/)
15:30:19	1045/1045	---M--	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2007:19:12%20GMT	https://otae.com.bd/wp-includes/wlwmanifest.xml	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-includes/wlwmanifest.xml	(from https://otae.com.bd/)
15:30:20	2249/2249	---MC-	200	added ('OK')	application/json	date:Sun,%2006%20Mar%202022%2009:30:21%20GMT	https://otae.com.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fotae.com.bd%2F	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-json/oembed/1.0/embedd804.json	(from https://otae.com.bd/)
15:30:20	2343/2343	---MC-	200	added ('OK')	text/xml	date:Sun,%2006%20Mar%202022%2009:30:21%20GMT	https://otae.com.bd/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fotae.com.bd%2F&format=xml	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-json/oembed/1.0/embed8cb1	(from https://otae.com.bd/)
15:30:20	1878/1878	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Sep%202019%2009:29:38%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/cropped-otae_logo-Copy-32x32.png	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/cropped-otae_logo-Copy-32x32.png	(from https://otae.com.bd/)
15:30:20	29260/29260	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Sep%202019%2009:29:38%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/cropped-otae_logo-Copy-192x192.png	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/cropped-otae_logo-Copy-192x192.png	(from https://otae.com.bd/)
15:30:21	29144/29144	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Sep%202019%2009:29:38%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/cropped-otae_logo-Copy-180x180.png	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/cropped-otae_logo-Copy-180x180.png	(from https://otae.com.bd/)
15:30:23	14604/14604	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202019%2003:56:10%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/otae_logo-2.png	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/otae_logo-2.png	(from https://otae.com.bd/)
15:30:23	2833/2833	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jun%202016%2008:23:58%20GMT	http://anpsthemes.com/industrial/demo-2/wp-content/uploads/2016/06/logo-demo-2.png	F:/Web%20Site%20Copier/otae.com.bd/anpsthemes.com/industrial/demo-2/wp-content/uploads/2016/06/logo-demo-2.png	(from https://otae.com.bd/)
15:30:31	71153/71153	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:25%20GMT	https://otae.com.bd/about-us-2/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/about-us-2/index.html	(from https://otae.com.bd/)
15:30:32	68320/68320	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:26%20GMT	https://otae.com.bd/services/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/services/index.html	(from https://otae.com.bd/)
15:30:33	72713/72713	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:27%20GMT	https://otae.com.bd/energy-power/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/energy-power/index.html	(from https://otae.com.bd/)
15:30:38	65502/65502	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:35%20GMT	https://otae.com.bd/otae-software-development/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/otae-software-development/index.html	(from https://otae.com.bd/)
15:30:39	66082/66082	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:35%20GMT	https://otae.com.bd/industrial-process-automation-control-engineering/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/industrial-process-automation-control-engineering/index.html	(from https://otae.com.bd/)
15:30:45	70585/70585	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:41%20GMT	https://otae.com.bd/infrastructure-engineering/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/infrastructure-engineering/index.html	(from https://otae.com.bd/)
15:30:45	68121/68121	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:41%20GMT	https://otae.com.bd/heavy-industrial-products/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/heavy-industrial-products/index.html	(from https://otae.com.bd/)
15:30:52	68273/68273	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:48%20GMT	https://otae.com.bd/power-products/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/power-products/index.html	(from https://otae.com.bd/)
15:30:59	127819/127819	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:48%20GMT	https://otae.com.bd/scada-and-automation/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/scada-and-automation/index.html	(from https://otae.com.bd/)
15:31:02	66008/66008	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:55%20GMT	https://otae.com.bd/software-products-2/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/software-products-2/index.html	(from https://otae.com.bd/)
15:31:04	81150/81150	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:30:55%20GMT	https://otae.com.bd/manufacturing/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/manufacturing/index.html	(from https://otae.com.bd/)
15:31:07	72061/72061	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:31:02%20GMT	https://otae.com.bd/projects/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/projects/index.html	(from https://otae.com.bd/)
15:31:11	80815/80815	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:31:06%20GMT	https://otae.com.bd/news-2/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/news-2/index.html	(from https://otae.com.bd/)
15:31:16	74731/74731	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:31:14%20GMT	https://otae.com.bd/2-column-news/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/2-column-news/index.html	(from https://otae.com.bd/)
15:31:20	24211/24211	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202019%2006:04:32%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/Untitled-design-500x334.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/Untitled-design-500x334.jpg	(from https://otae.com.bd/)
15:31:24	74731/74731	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:31:22%20GMT	https://otae.com.bd/3-column-news/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/3-column-news/index.html	(from https://otae.com.bd/)
15:31:55	266259/266259	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202019%2009:58:01%20GMT	http://otae.com.bd/wp-content/uploads/2019/09/construction.jpeg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/construction.jpg	(from https://otae.com.bd/)
15:31:59	62893/62893	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2006%20Mar%202022%2009:31:58%20GMT	https://otae.com.bd/?page_id=1773	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/indexa070.html	(from https://otae.com.bd/)
15:32:03	221050/221050	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202019%2011:10:26%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/rsz_1code_on_screen_1600x900.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/rsz_1code_on_screen_1600x900.jpg	(from https://otae.com.bd/)
15:32:07	70796/70796	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:32:05%20GMT	https://otae.com.bd/contact-us/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/contact-us/index.html	(from https://otae.com.bd/)
15:32:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2006%20Mar%202022%2009:32:09%20GMT	https://otae.com.bd/industrial-process-automation-control-engineering	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/industrial-process-automation-control-engineering	(from https://otae.com.bd/)
15:32:22	57996/57996	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Sep%202019%2005:44:53%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/Infrasctructure-eng.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/Infrasctructure-eng.jpg	(from https://otae.com.bd/)
15:32:23	156317/156317	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202019%2011:25:48%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/rsz_ocpc_industry_hightechnology_353666.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/rsz_ocpc_industry_hightechnology_353666.jpg	(from https://otae.com.bd/)
15:32:31	55916/55916	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Nov%202019%2014:39:28%20GMT	https://otae.com.bd/wp-content/uploads/2019/11/kepco-contract-signing1.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/11/kepco-contract-signing1.jpg	(from https://otae.com.bd/)
15:32:32	49190/49190	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Oct%202019%2012:03:42%20GMT	https://otae.com.bd/wp-content/uploads/2019/10/m_Checked-Received.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/10/m_Checked-Received.jpg	(from https://otae.com.bd/)
15:32:42	45174/45174	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Oct%202019%2011:53:59%20GMT	https://otae.com.bd/wp-content/uploads/2019/10/m_Contract-Sign.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/10/m_Contract-Sign.jpg	(from https://otae.com.bd/)
15:32:43	135947/135947	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:32:34%20GMT	https://otae.com.bd/contract-signing-for-etap-distribution-network-analysis-software-with-kepco-for-the-tender-supply-installation-of-hardware-and-software-for-implementation-of-gis-based-distribution-network/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/contract-signing-for-etap-distribution-network-/index.html	(from https://otae.com.bd/)
15:32:50	614061/614061	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202019%2010:08:23%20GMT	http://otae.com.bd/wp-content/uploads/2019/09/Procurement-Picture42.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/Procurement-Picture42.jpg	(from https://otae.com.bd/)
15:32:52	110880/110880	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:32:45%20GMT	https://otae.com.bd/work-order-received-from-r-islam-automobiles-on-cloud-based-automation-industry-management-software-subscription-www-a-mechanics-com/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/work-order-received-from-r-islam-automobiles-on-cloud-based-automation-industry-management-software-subscription-www-a-mechanics-com/index.html	(from https://otae.com.bd/)
15:32:58	70620/70620	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Oct%202019%2011:04:43%20GMT	https://otae.com.bd/wp-content/uploads/2019/10/m_Rana@Turkey.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/10/m_Rana@Turkey.jpg	(from https://otae.com.bd/)
15:32:59	89715/89715	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:32:53%20GMT	https://otae.com.bd/cloud-based-automation-industry-management-software-subscription-www-a-mechanics-com-and-distributorship/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/cloud-based-automation-industry-management-software-subscription-www-a-mechanics-com-and-distributorship/index.html	(from https://otae.com.bd/)
15:33:09	97082/97082	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:33:01%20GMT	https://otae.com.bd/gura-guri-in-turkey/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/gura-guri-in-turkey/index.html	(from https://otae.com.bd/)
15:33:27	197596/197596	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202019%2005:12:59%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/rsz_55945056_2195723950740960_7601788833394327552_n.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/rsz_55945056_2195723950740960_7601788833394327552_n.jpg	(from https://otae.com.bd/)
15:33:32	288976/288976	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202019%2005:18:42%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/rsz_69621683_2303252163321471_8430452917177155584_n.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/rsz_69621683_2303252163321471_8430452917177155584_n.jpg	(from https://otae.com.bd/)
15:33:41	88314/88314	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:33:35%20GMT	https://otae.com.bd/33-11-kv-20-26-66-mva-gis-new-substation-on-turnkey-basis-expansion-and-up-gradation-of-power-distribution-system-project-eaupdsp/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/33-11-kv-20-26-66-mva-gis-new-substation-on-turnkey-basis-expansion-and-up-gradation-of-power-distribution-system-project-eaupdsp/index.html	(from https://otae.com.bd/)
15:33:41	87229/87229	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:33:12%20GMT	https://otae.com.bd/kushtia-gis-project-visit/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/kushtia-gis-project-visit/index.html	(from https://otae.com.bd/)
15:33:59	126440/126440	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:33:44%20GMT	https://otae.com.bd/contract-signing-ceremony/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/contract-signing-ceremony/index.html	(from https://otae.com.bd/)
15:34:06	4161/4161	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Sep%202019%2004:10:26%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/DATAWATT.png	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/DATAWATT.png	(from https://otae.com.bd/)
15:34:13	87417/87417	---MC-	200	added ('OK')	text/html	date:Sun,%2006%20Mar%202022%2009:34:09%20GMT	https://otae.com.bd/wasa-scada-3rd-phase-contract-signing/	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wasa-scada-3rd-phase-contract-signing/index.html	(from https://otae.com.bd/)
15:34:14	278387/278387	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202019%2005:07:14%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/rsz_contract.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/rsz_contract.jpg	(from https://otae.com.bd/)
15:34:16	13713/13713	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Sep%202019%2004:10:27%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/EKOS-1.png	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/EKOS-1.png	(from https://otae.com.bd/)
15:34:20	269614/269614	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Sep%202019%2004:50:04%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/rsz_img_20190516_163239.jpg	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/rsz_img_20190516_163239.jpg	(from https://otae.com.bd/)
15:34:21	7509/7509	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Sep%202019%2004:10:29%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/metro-electrik.png	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/metro-electrik.png	(from https://otae.com.bd/)
15:34:25	4316/4316	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Sep%202019%2004:46:37%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/ids.png	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/ids.png	(from https://otae.com.bd/)
15:34:27	13782/13782	---M--	200	added ('OK')	image/png	date:Sat,%2021%20Sep%202019%2009:00:07%20GMT	https://otae.com.bd/wp-content/uploads/2019/09/etap-service-integrator-logo.png	F:/Web%20Site%20Copier/otae.com.bd/otae.com.bd/wp-content/uploads/2019/09/etap-service-integrator-logo.png	(from https://otae.com.bd/)
